merchant_name,merchant_url,merchant_category,merchant_tags
Farmacia de Detergent,https://farmaciadedetergent.ro/,Drugstore,"'{""Drugstore""}'"
Bufet Pohoda - Ružinov,https://menucka.sk/denne-menu/bratislava/bufet-pohoda-nemocnica-ruzinov,Food And Drink,"'{""Restaurant Without A Waiter""}'"
CeLSY,https://jobs.bizoo.ro/loc-de-munca/lucrator-comercial-statie-peco/106987/,Car,"'{""Gas Station""}'"
Integr@ Parking,https://www.integraparking.com/en/home/,Car,"'{""Parking""}'"
Neuhaus,http://www.mapaobchodu.cz/nakupni-centrum/letiste-praha-obchody/10035/neuhaus/,Groceries,"'{""Delicatessen And Specialized Stores"",""Sweets"",""Gourmet""}'"
Wizaż24,https://wizaz24.pl/,Beauty,"'{""Cosmetics / Perfumery""}'"
Plovárna Hranice,http://www.aquaparkplovarnahranice.cz,Freetime,"'{""Water Park"",""Freetime Activity""}'"
Smag&Smil,https://kaithor.dk/,Food And Drink,"'{""Restaurant Without A Waiter"",""Catering""}'"
Rajkníh.sk,https://www.rajknih.sk/,Consumer Goods,"'{""Bookstore"",""Shopping Online""}'"
JohnBar Club,https://johnbar.cz/,Food And Drink,"'{""Bar"",""Drinking""}'"
Kebr Gastro,https://rejstrik.penize.cz/01834223-kebr-gastro-s-r-o,Food And Drink,"'{""Restaurant""}'"
Auto - Boš,https://rejstrik-firem.kurzy.cz/26010747/auto-bos-sro/,Car,"'{""Car - Washing""}'"
AURA oční optika,http://www.optika-praha.cz/kontakt,Health,"'{""Optics And Optical Services""}'"
G 2000,https://www.g2000.com.hk/JO/en/store,Fashion,"'{""Clothing - Other""}'"
Puro Gelato,https://www.purogelato.cz/en/,Food And Drink,"'{""Sweetshop"",""Ice Cream""}'"
ČS Juing 1,http://www.firmy.cz/detail/2171023-cerpaci-stanice-juing-1-nemcice.html,Car,"'{""Gas Station""}'"
Hajé,https://www.haje.nu/restaurant-en-hotel-overzicht/,Food And Drink,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Kobo Software Ireland,https://vat-search.ie/B-jN_Kobo+Software+Ireland+Limited,Digital Services,"'{""Software / Applications""}'"
Hotel Panský dům,http://www.hotel-panskydum.cz/kontaktni-informace,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
2468 Group,https://www.2468group.com/,Groceries,"'{""Groceries - Other"",""Vending Machine""}'"
Dr. Squatch,https://drsquatch.com/,Beauty,"'{""Cosmetics / Perfumery""}'"
Ski Polomka - Bučník,https://www.polomka.sk/lyziarske-stredisko,Sport,"'{""Ski Areal"",""Sports Field""}'"
CaixaBank,https://www.caixabank.es/,Atm,"'{""Atm-All""}'"
U Farmáře Karviná,https://www.facebook.com/u.farmare.karvina/,Groceries,"'{""Bio, Healthy Food And Farm Products"",""Groceries - Other"",""Eco""}'"
Rudolf Steinerschool,https://www.rsschool.nl/,Professional Services,"'{""Education""}'"
Hotel Aria,http://www.ariahotel.net/cs/lokalita.html,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Singltrek,https://www.singltrek.cz/,Sport,"'{""Sports And Outdoor Equipment"",""Bike""}'"
Firemní Restaurace Zče,"https://www.google.com/search?sxsrf=ALeKk0235rt5aBIuYKpt7dR0lcdvQAi_Rg:1592465223394&q=FIREMNI%20RESTAURACE%20PLZEN&sa=X&ved=2ahUKEwi5jNSf64rqAhUI0aYKHXL4CkUQvS4wAnoECA0QIQ&biw=1517&bih=694&dpr=0.9&npsic=0&rflfq=1&rlha=0&rllag=49723215,13394972,3019&tbm=lcl&rldimm=9381191870359534353&lqi=ChhGSVJFTU5JIFJFU1RBVVJBQ0UgUExaRU5aLgoSZmlyZW1uaSByZXN0YXVyYWNlIhhmaXJlbW5pIHJlc3RhdXJhY2UgcGx6ZW4&phdesc=NxsX82FDnQo&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:9&rlst=f#rlfi=hd:;si:9381191870359534353,l,ChhGSVJFTU5JIFJFU1RBVVJBQ0UgUExaRU5aLgoSZmlyZW1uaSByZXN0YXVyYWNlIhhmaXJlbW5pIHJlc3RhdXJhY2UgcGx6ZW4,y,NxsX82FDnQo;mv:[[49.782298,13.416894099999999],[49.6943115,13.3652392]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:9",Food And Drink,"'{""Restaurant""}'"
Country Sisters - Wine club,http://www.kupsivino.cz/vino/10-KAMENNA-PRODEJNA,Food And Drink,"'{""Delicatessen And Specialized Stores"",""Wine Cellar"",""Gourmet"",""Drinking""}'"
CK FIFO,https://www.fifo.sk/,Travel,"'{""Travel Agency""}'"
Trinkgut,https://www.trinkgut.de/,Groceries,"'{""Groceries - Other""}'"
sazkaticket.cz,https://www.sazkaticket.cz/,Culture,"'{""Tickets-Booking""}'"
Nicos Asshiotis Kiosk,https://2gis.com.cy/cyprus/firm/70000001026052954?m=33.63697%2C34.927456%2F18.23,Consumer Goods,"'{""News Stand""}'"
Cubesave,http://www.cubesave.cz/,Professional Services,"'{""Services - Mix""}'"
Ingresso.com,https://www.ingresso.com,Culture,"'{""Tickets-Booking"",""Shopping Online"",""Online Culture""}'"
Omega tech,http://www.omegatech.cz/,Bills And Household,"'{""Mobile And Data Services""}'"
Pet-market.sk,https://pet-market.sk/,Pets,"'{""Pet Supplies"",""Pets""}'"
capsa.cz,http://www.capsa.cz/,Digital Services,"'{""Data Storage"",""Subscription""}'"
Triumph,http://www.triumph.com/cz/en/52.html,Fashion,"'{""Underwear"",""Clothing - Other""}'"
Horský hotel Radegast,http://www.hotelradegast.cz/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Heatons,https://www.heatonsstores.com/,Fashion,"'{""Sportswear"",""Sports And Outdoor Equipment"",""Furniture"",""Household Equipment"",""Clothing - Other""}'"
Pizzerie Michelangelo,http://www.pizzerie-michelangelo.cz,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Cheecup,http://www.cheecup.cz,Food And Drink,"'{""Sweetshop""}'"
Olala Café,http://www.olalacafe.cz/kontakty.htm#obsah,Food And Drink,"'{""Cafe""}'"
Barina activ,https://mapy.cz/zakladni?x=28.6055902&y=43.8562435&z=19&source=osm&id=12768913,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Croissanterie de Snor,http://www.croissanteriedesnor.nl/,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Auto Reflex,https://deschis.ro/alba-iulia/auto-reflex-srl-5543,Car,"'{""Car Repair Shop""}'"
Automax,https://automaxpiese.ro/,Car,"'{""Car Repair Shop""}'"
Fresh Thyme Market,https://www.freshthyme.com/,Groceries,"'{""Groceries - Other""}'"
Naas General Hospital,http://www.hse.ie/eng/services/list/3/acutehospitals/hospitals/Naas/,Health,"'{""Hospital""}'"
Restaurant Zlaté Sele,https://www.dnesniobed.cz/restaurace-hospoda/Prosek_Zlate-Sele,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
Derwen,http://www.derwengroup.co.uk/,Bills And Household,"'{""Garbage Fee""}'"
Myčka Tišnov,http://myckatisnov.cz/,Car,"'{""Car - Washing""}'"
RAK National Markets,https://www.facebook.com/AlAswaq.Hypermarkets/,Groceries,"'{""Groceries - Other""}'"
Restaurace Roubenka U Rybníka,http://www.restaurace-roubenka.cz/,Food And Drink,"'{""Restaurant""}'"
The Hague Municipality,https://www.denhaag.nl/,Car,"'{""Excursions And Tourist Attractions"",""Freetime Activity"",""Administrative Fees""}'"
Stomatologické centrum Diente,https://www.diente.cz/,Health,"'{""Clinic"",""Dentistry""}'"
euroloo,https://www.euroloo.com/l/portable-toilet-hire-in-essex/,Professional Services,"'{""Services - Mix""}'"
Krēm Gelateria & Cafe,http://www.krem.ie/,Food And Drink,"'{""Cafe"",""Groceries - Other"",""Bakery""}'"
Karola SIB,http://accesoriitermopane.ro/,House And Garden,"'{""Tools"",""Reconstruction""}'"
YourParkingSpace,https://www.yourparkingspace.co.uk/,Car,"'{""Parking""}'"
TuSieJe,http://tusieje.com.pl/,Food And Drink,"'{""Restaurant""}'"
Autoservis Roman Prchal,http://www.autoprchal.cz/,Car,"'{""Car Repair Shop""}'"
Kent Blaxill,https://www.kentblaxill.co.uk/,House And Garden,"'{""Household Equipment""}'"
Indah Toko Indonesia,http://www.indonesiaindah.nl/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Toret.cz,http://TORET.CZ,Digital Services,"'{""Various Digital Services""}'"
Han Sung Asian Market,http://www.hanyang.ie/,Food And Drink,"'{""Restaurant""}'"
Bajcsy Büfé,https://bajcsy-bufe.business.site/?utm_source=gmb&utm_medium=referral,Food And Drink,"'{""Restaurant Without A Waiter""}'"
mitkes,http://mitkes.sk/kontakt/m3,Food And Drink,"'{""Restaurant""}'"
The Choice,https://www.foodyas.com/RO/Bucharest/185283832026998/The-Choice---River-Plaza,Food And Drink,"'{""Restaurant""}'"
Café Bern,http://www.cafebern.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
Urban Plant Life,https://www.plantlife.ie/,House And Garden,"'{""Cafe"",""Household Equipment""}'"
VEHO ESTONIA AS - Honda ROCCA REPRESENTATION,https://honda.autobon.ee/,Travel,"'{""Car Rentals"",""Long Distance Transport""}'"
Geocip Piese Auto,http://www.piese-auto-oradea.ro/,Car,"'{""Car Repair Shop""}'"
Vymazlená kavárna,http://www.vymazlenakavarna.cz/,Food And Drink,"'{""Bar"",""Cafe"",""Drinking""}'"
Casa Avram Iancu,https://www.casaavramiancu.ro/,Food And Drink,"'{""Restaurant""}'"
Untold Grill Stories,https://www.facebook.com/UNTOLDrestoranas/menu/?ref=page_internal,Food And Drink,"'{""Restaurant""}'"
DentalVision,http://www.dentalvision.cz/,Health,"'{""Clinic"",""Dentistry""}'"
Ledko.cz,http://www.ledko.cz/,House And Garden,"'{""Household Equipment""}'"
Caféidoskop,http://www.cafeidoskop.cz/,Food And Drink,"'{""Cafe""}'"
Ice Team,http://iceteam.ro/,Car,"'{""Car Repair Shop""}'"
Distrigaz Sud,https://www.distrigazsud-retele.ro/,Bills And Household,"'{""Energy And Utilities""}'"
Universitatea de Medicină și Farmacie din Cluj-Napoca,http://www.umfcluj.ro,Professional Services,"'{""Education""}'"
Copenhagen Downtown Hostel,http://www.copenhagendowntown.com/,Food And Drink,"'{""Accommodations"",""Hotels And Guesthouses""}'"
ProLife Medical Center,https://centrulmedicalmediplus.ro/,Health,"'{""Clinic"",""Dentistry""}'"
Limitless Health,https://limitlesshealth.com/,Health,"'{""Pharmacy""}'"
Ahrefs,http://AHREFS.COM,Digital Services,"'{""Software / Applications""}'"
Fitzpatricks Foodstore,http://www.fitzpatricksfoodstore.ie/,Groceries,"'{""Groceries - Other""}'"
Centrum Ogrodnicze Brzegi,https://www.facebook.com/CentrumOgrodniczeBrzegi/,Freetime,"'{""Freetime Activity""}'"
Certa Fuel Ballinasloe,https://www.certafuel.ie/?utm_source=google&utm_medium=gmb&utm_campaign=ballinasloe,Car,"'{""Gas Station"",""Car - Washing""}'"
Silverpoint Food Centre,http://www.silverpointlondon.co.uk/,Groceries,"'{""Groceries - Other""}'"
Railcard,https://www.railcard.co.uk/,Travel,"'{""Train"",""Long Distance Transport"",""Eco""}'"
Queen of Hoxton,http://www.queenofhoxton.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Music Club"",""Drinking""}'"
Taberna Cantabra,https://tabernacantabra.eatbu.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
The Earl Of Essex,https://www.earlofessex.net/,Food And Drink,"'{""Bar"",""Drinking""}'"
AUTOBIZNIS.sk,http://www.autobiznis.sk/,Car,"'{""Car Repair Shop""}'"
Nebe počká,http://www.nebepocka.cz/,Food And Drink,"'{""Cafe""}'"
Pizzeria Sobotište,http://www.pizzeria-sobotiste.sk/,Food And Drink,"'{""Restaurant""}'"
Elektro prodejna J & M,https://www.elektrowin.cz/cs/obce-a-sberne-dvory/seznam-mist-zpetneho-odberu.html/1884-1-sadek-necasky-elektroprodejna_semily,House And Garden,"'{""Household Equipment""}'"
Baros,http://www.baros.ee/,Car,"'{""Car Repair Shop""}'"
Liisu Lilled,https://liisulilled.ee/,Consumer Goods,"'{""Florists""}'"
TUUM kohvik-baar,http://www.tuumcafe.ee/,Food And Drink,"'{""Cafe""}'"
Kirkburn Filling Station,http://www.kirkburnfs.co.uk/,Car,"'{""Gas Station""}'"
Salon Sarah,http://salon-sarah.eu/,Beauty,"'{""Hairdressers"",""Beauty Salon"",""Beauty Service""}'"
AT Losung,https://www.listafirme.ro/at-losung-srl-29861360/,Car,"'{""Car Repair Shop""}'"
Mon Chéri Coffee Shop,https://www.moncheri.al/en/,Food And Drink,"'{""Cafe""}'"
Harju Hambaravikeskus,https://www.hambaarst.ee/register/10184,Health,"'{""Clinic"",""Dentistry""}'"
Belushis Bars,http://BELUSHIS.COM,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
gifts.ie,http://GIFTS.IE,Consumer Goods,"'{""Consumer Goods - Mix""}'"
Rezydencja Eger,https://rezydencjaeger.pl/,Travel,"'{""Accommodations"",""Restaurant"",""Hotels And Guesthouses""}'"
Le Fabe Hotel,http://www.lefabehotel.fr/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
EWA Ewa Jonczak,panoramafirm.pl/ma%C5%82opolskiekrak%C3%B3wpodg%C3%B3rzep%C3%B3%C5%82%C5%82anki108_a/ewa_firma_handlowa_ewa_jonczak-mawam_skd.html,Groceries,"'{""Groceries - Other""}'"
Shoreditch House,https://www.sohohouse.com/houses/shoreditch-house?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,Travel,"'{""Accommodations"",""Wellness"",""Hotels And Guesthouses"",""Beauty Service""}'"
Pražírna Kávy pitel,https://www.kavypitel.cz/,Food And Drink,"'{""Cafe"",""Delicatessen And Specialized Stores"",""Coffee"",""Groceries - Other"",""Bakery""}'"
Fytos,http://www.fytos.cz/,House And Garden,"'{""Garden centre"",""Garden""}'"
Apteka Nevis,http://www.aptekanevis.ru/,Health,"'{""Pharmacy""}'"
Fortys pizza,https://www.facebook.com/fortyspizza/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Islamitische Slagerij Ahmed Papa,https://islamitischeslagerijahmedpapa.nl/contact/,Groceries,"'{""Groceries - Other"",""Butcher Shop""}'"
Svoboda a Březík – pečivo,http://www.svobodabrezik.cz/nase-prodejny/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
ATM ReiseBank,https://www.reisebank.de/standortsuche,Atm,"'{""Atm-All""}'"
't Ouwe Bruggetje,https://historisch-delfshaven.nl/,Food And Drink,"'{""Restaurant Without A Waiter""}'"
Shell De Andel,https://find.shell.com/nl/fuel/10030369-shell-station-de-andel,Car,"'{""Gas Station"",""Cafe"",""Restaurant"",""Car Repair Shop"",""Groceries - Other"",""Bakery""}'"
KliinikPluss hambaravi,http://www.kliinikpluss.ee/,Health,"'{""Clinic"",""Dentistry""}'"
Owls Nest,https://m.facebook.com/owls.nest.566/posts/?ref=page_internal&mt_nav=0,Food And Drink,"'{""Bar"",""Drinking""}'"
KC Zahrada,http://www.kczahrada.cz/,Culture,"'{""Cinema"",""Concerts"",""Theater"",""Events / Activities For Kids""}'"
Legends Grill and Bar,http://www.legendsgrillbar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
La Pescaderia,http://www.pescaderia.ro/,Food And Drink,"'{""Restaurant""}'"
The Continental Restaurant & Banquets,http://www.continental-restaurant.net/,Food And Drink,"'{""Restaurant""}'"
Clinica Gynia,http://www.gynia.ro/,Health,"'{""Hospital""}'"
ExamenulTau.ro,https://www.examenultau.ro/,Professional Services,"'{""Education"",""Educational website""}'"
Kadeřnický servis,http://www.kadernicky-servis.cz,Beauty,"'{""Hairdressers"",""Solarium"",""Beauty Service""}'"
Aichi sushi,http://www.sushirozvoz.net/praha/aichi-sushi/,Food And Drink,"'{""Restaurant"",""Sushi"",""Asian Cuisine""}'"
Le Fournil des Capucins,horaires.lefigaro.fr/33000/Bordeaux/Boulangerie-Des-Capucins-75-Cours-De-La-Marne885537.html,Groceries,"'{""Groceries - Other"",""Bakery""}'"
Bubble Wine Bar,https://bubblewinebar.cz/,Food And Drink,"'{""Bar"",""Restaurant"",""Alcohol"",""Drinking""}'"
The Raven Bar,http://www.theravenbar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
De Gijsbrecht Groente & Fruit Speciaalzaak,http://www.gijsbrechtgroente.nl/,Groceries,"'{""Groceries - Other"",""Fruit/Vegetables""}'"
Gala Retail,https://www.gala.ie/about-gala/store-locator/,Car,"'{""Gas Station""}'"
Ascension Canteen,https://healthcare.ascension.org/Locations/Wisconsin/WIAPA/Appleton-Ascension-NE-Wisconsin-St-Elizabeth-Campus?utm_campaign=gmb-website&utm_medium=organic&utm_source=google,Food And Drink,"'{""Restaurant Without A Waiter"",""Canteen""}'"
Květiny Chládek,https://www.kvetiny-chladek.cz/,Consumer Goods,"'{""Florists""}'"
Point Vert,https://www.pointvert.ch/,Consumer Goods,"'{""Florists""}'"
Prod Com Plus,https://www.dnb.com/business-directory/company-profiles.prod-com_plus_srl.683b5986ae270a3190d945678691a632.html,Groceries,"'{""Groceries - Other""}'"
Zimmermann Sonderposten,https://www.zimmermann.de/,Groceries,"'{""Groceries - Other""}'"
Tamme Hambaravi,http://www.tammehambaravi.ee/,Health,"'{""Clinic"",""Dentistry""}'"
Restaurantul Latin,http://restaurantul-latin.ro/,Food And Drink,"'{""Restaurant""}'"
Robert Luht,http://robertluht.ee/,Health,"'{""Clinic"",""Dentistry""}'"
Sacks Sandwiches,https://sackssandwiches.com/,Food And Drink,"'{""Restaurant""}'"
Veterinární Ordinace Bělohorská,http://www.veterinabelohorska.cz/,Pets,"'{""Veterinary""}'"
Green Hours Jazz Cafe,http://www.greenhours.ro/,Food And Drink,"'{""Bar"",""Cafe"",""Restaurant"",""Drinking""}'"
Restaurace Na Kopečku,http://www.restauracenakopecku.cz,Food And Drink,"'{""Restaurant""}'"
Pizza & Kebab Fontana,https://www.facebook.com/PizzaKebabFontana/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Šafářka,http://www.safarkabrno.cz/,Food And Drink,"'{""Bar"",""Drinking""}'"
Klenoty - Hodiny KOHOUT,http://www.k-hodinky.cz/,Fashion,"'{""Fashion Accessories"",""Jewellery""}'"
Rybistro Grill,http://rybistrogrill.cz/,Food And Drink,"'{""Restaurant""}'"
Dantaxi,https://www.dantaxi.dk/,Travel,"'{""Car Rentals"",""Long Distance Transport""}'"
Mojo's Eatertainment,http://www.mojoswaagplein.nl/,Food And Drink,"'{""Restaurant""}'"
Library of Spirits,https://www.libraryofspirits.com/,Groceries,"'{""Alcohol""}'"
Caffènation,https://caffenation.be/,Groceries,"'{""Delicatessen And Specialized Stores"",""Coffee""}'"
Euratom,http://www.facebook.com/euratomheemskerk,Car,"'{""Gas Station""}'"
Truck Motor,http://www.truckmotor.cz/kontakty/sumperk/,Car,"'{""Car Repair Shop""}'"
Mastercard Priceless Specials,http://www.pricelessspecials.cz/,Professional Services,"'{""Various Financial Services""}'"
Snuggs,https://getsnuggs.com/,Fashion,"'{""Underwear"",""Shopping Online"",""Womens Clothing"",""Clothing - Other"",""Online Fashion""}'"
Restaurace - bowling Rakovecká,http://www.rakovecka.cz/,Food And Drink,"'{""Restaurant""}'"
Patria Finance,https://www.patria-finance.cz/,Investments,"'{""Stocks""}'"
Osman Kebab Grill,https://osman-kebab-grill.business.site/,Food And Drink,"'{""Restaurant Without A Waiter"",""Kebab""}'"
Damaj,http://www.damaj.cz,Groceries,"'{""Groceries - Other"",""Vending Machine""}'"
Åhléns,https://www.ahlens.se/varuhus/stockholm-city,Fashion,"'{""Home Accessories"",""Household Equipment"",""Clothing - Other""}'"
Farmasib,http://www.farmasib.ro/,Health,"'{""Pharmacy""}'"
Halicarnas,https://web.facebook.com/pages/Halicarnas/817847905273369?_rdc=1&_rdr,Consumer Goods,"'{""Tobacco And Smoking Supplies"",""Cannabis""}'"
Polvenauto,http://www.polvenauto.ee/,Car,"'{""Car - Washing""}'"
Restaurace Na Palubě Mikulovice,http://www.pristavmikulovice.cz/cz,Food And Drink,"'{""Restaurant""}'"
Café Opera,http://www.cafedeopera.nl/,Food And Drink,"'{""Bar"",""Cafe"",""Restaurant"",""Drinking""}'"
Paddock Spares,https://www.paddockspares.com/,Car,"'{""Shopping Online"",""Online Car""}'"
kuula.co,https://kuula.co/page/pro,Digital Services,"'{""Software / Applications""}'"
Aprozar,https://aprozargradina-natur.business.site/,Groceries,"'{""Groceries - Other""}'"
Cafe Palanda,https://cafepalanda.com,Food And Drink,"'{""Restaurant"",""Steak House / Burgers""}'"
Hotel Yasmin Košice,https://www.hotel-yasmin.sk/sk/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Cafe Arkady,https://www.facebook.com/cafearkady/,Food And Drink,"'{""Cafe""}'"
Cabo Cafe,http://www.cabo.lv/,Food And Drink,"'{""Restaurant""}'"
The Locke Bar,https://www.lockebar.com/,Food And Drink,"'{""Bar"",""Restaurant"",""Drinking""}'"
CTS Corner,http://www.ctscorner.ro/,Food And Drink,"'{""Cafe"",""Delicatessen And Specialized Stores"",""Coffee""}'"
Jacobs Well Hotel,http://jacobswellrathdrum.com/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Jumeirah branch,http://www.extremefun.ae/,Food And Drink,"'{""Cafe"",""Restaurant""}'"
Veer - Kitchen & Bar,http://www.veer.ee/,Food And Drink,"'{""Restaurant""}'"
Lékárna U Lidušky,https://www.sukl.cz/lekarna/04995147000,Health,"'{""Pharmacy""}'"
Chiquita Fruit Bar,http://www.chiquita-fruitbar.com/ger/wo_sie_die_chiquita_fruit_bars_finden/,Food And Drink,"'{""Restaurant Without A Waiter"",""Fresh Bar""}'"
Punkt Apteczny Trąbki Pharma EMP,https://punkt-apteczny-trabki-pharma-emp-sp-z-oo.business.site/,Health,"'{""Pharmacy""}'"
Inter Hostel Liberec,http://www.interhostel.cz/,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
Restaurace Na Střelnici,https://restaurace-nastrelnici.cz/,Food And Drink,"'{""Restaurant"",""Czech Restaurant""}'"
ForMotor.sk,https://www.formotor.sk/,Car,"'{""Spare Parts - Accessories""}'"
Zanzibar Kladno,http://www.zanzibarkladno.cz,Food And Drink,"'{""Restaurant""}'"
HP Tronic,http://www.hptronic.cz/en/,Electronics,"'{""Electronics Goods""}'"
Navstevnik.sk,https://www.navstevnik.sk/,Culture,"'{""Tickets-Booking""}'"
Juicin' Jar,http://www.juicinjar.com/,Food And Drink,"'{""Cafe"",""Restaurant"",""Groceries - Other"",""Bakery""}'"
DLG World,https://dlgworld.com/,Beauty,"'{""Beauty - Goods""}'"
Stoked Coffee,http://www.stokedcoffee.com/,Food And Drink,"'{""Cafe""}'"
Macao & Wok,http://macaorestaurant.cz/,Food And Drink,"'{""Restaurant"",""Asian Cuisine""}'"
Sport Aqua,https://www.sportaqua.sk/en/home-2/,Beauty,"'{""Accommodations"",""Wellness"",""Beauty Service""}'"
Restaurace U13,https://kmz.utb.cz/kontakty/,Food And Drink,"'{""Restaurant""}'"
Dollarstore,https://dollarstore.se,Consumer Goods,"'{""Consumer Goods - Mix""}'"
Oční optika U Havranů,http://www.optika-uhavranu.cz/,Health,"'{""Optics And Optical Services""}'"
Coffee expert,http://coffee-expert.ro/contact.php,Groceries,"'{""Groceries - Other"",""Vending Machine""}'"
Seval,http://www.seval.cz/prodejny/,Groceries,"'{""Groceries - Other"",""Bakery""}'"
CNG Port Bene,http://cngportbene.cz/kontakty.html,Car,"'{""Gas Station"",""CNG""}'"
Lucullus masna,https://www.mujpass.cz/cs/detail-provozovny/lucullus-masna?viewType=1&regionId=3&districtId=27&positionAddress=Svobody+520%2F3%2C+Cheb+35002&positionGpsX=50.0775479&positionGpsY=12.3719553&order=0&excludeBusinessId=benu-lekarna-41&resultPosition=2,Groceries,"'{""Groceries - Other"",""Butcher Shop""}'"
Hofmann,https://www.hofmann.es/,Consumer Goods,"'{""Shopping Online""}'"
Agrocentrum Ohrada,http://agrocentrum-ohrada.hotel.cz/#utm_source=adwords&utm_medium=cpc&utm_campaign=jihomoravsky_kraj&hseo=agrocentrum-ohrada&gclid=Cj0KEQiAnJqzBRCW0rGWnKnckOIBEiQA6qDBav5JlvXKCHy7vBU_Jv0Kf5AwHa5bf7GZJMBE4wz1yHAaAiJz8P8HAQ,Travel,"'{""Accommodations"",""Hotels And Guesthouses""}'"
rpint.com,https://www.rpint.com/,Professional Services,"'{""Services - Mix""}'"
AM Caffe,http://www.amcaffe.cz/,Food And Drink,"'{""Cafe""}'"
Lékárna Medicamentum,http://www.medicinka.cz/kontakt,Health,"'{""Pharmacy""}'"
Jubilatka,https://www.facebook.com/SiecHandlowaJubilatka,Groceries,"'{""Groceries - Other""}'"
Dierenkliniek Westerpark,http://www.dierenkliniekwesterpark.nl/,Pets,"'{""Veterinary""}'"
NEW YORKER,https://www.newyorker.pl/,Fashion,"'{""Fashion Chain - Mix""}'"
Sportfotbal,http://www.sportfotbal.cz/,Sport,"'{""Sportswear"",""Sports And Outdoor Equipment"",""Shopping Online""}'"
MAKOS,https://termene.ro/firma/14507799-MAKOS-IMPEX-SRL,Groceries,"'{""Groceries - Other""}'"
Gastrorekrea,http://www.gastrorekrea.sk/clanky/prevadzky,Food And Drink,"'{""Restaurant""}'"
Restaurant Trinidad,https://www.zomato.com/cs/praha/restaurant-trinidad-prague-malá-strana-praha-1,Food And Drink,"'{""Restaurant""}'"
PET SHOP Orlová,https://www.petshoporlova.cz/,Pets,"'{""Pet Supplies""}'"
Sklep Rondo,https://www.cylex-polska.pl/firmy/sklep-sporzywczo-monopolowy-rondo-13544648.html,Groceries,"'{""Groceries - Other""}'"
Restaurace Pod Pernštejnem,https://www.restaurace-pernstejn.cz/,Food And Drink,"'{""Restaurant""}'"
Plenoil,https://plenoil.es/,Car,"'{""Gas Station""}'"
Minipozicka.cz,https://www.minipozicka.sk/kontakty/,Financial Services,"'{""Shopping Online"",""Various Financial Services"",""Online Financial Services""}'"
Pizzéria Utópia,https://www.pizzautopia.sk/,Food And Drink,"'{""Restaurant"",""Italian Restaurant / Pizzeria""}'"
Nagel Drogisterijen,https://drimble.nl/bedrijf/amsterdam/16593375/nagel-drogisterijen-bv.html,Drugstore,"'{""Drugstore""}'"
Crêperie Café Girafe,http://www.cafegirafe.cz,Food And Drink,"'{""Cafe""}'"
Bitly,https://bitly.com/,Digital Services,"'{""Software / Applications""}'"
lino.cz,missing note,House And Garden,"'{""Furniture"",""Household Equipment""}'"
Play World Casino,https://www.playworld.nl/,Freetime,"'{""Gambling And Betting""}'"
Autodoplňky.cz,http://www.autodoplnky.cz,Car,"'{""Spare Parts - Accessories""}'"
Restaurace Republica,https://rest-republica.cz/,Food And Drink,"'{""Restaurant""}'"
Blue Sky Natural Gas & Petroleum,http://www.blueskyenergy.us/,Car,"'{""Gas Station""}'"
Dabo Doner,https://www.dabodoner.ro/index.php?route=information/harta,Food And Drink,"'{""Restaurant Without A Waiter"",""Restaurant"",""Turkish Cuisine""}'"
MOTO MARKO Auto Części,https://moto-marko-auto-czesci-sc.business.site/,Car,"'{""Spare Parts - Accessories""}'"
